孤独,0.9302325581395349
集合,0.9302325581395349
广场,0.9302325581395349
男女,0.9302325581395349
文化,0.8636363636363636
女王,0.851063829787234
票房,0.84375
至上,0.8181818181818182
变形金刚,0.8169014084507042
图图,0.8148148148148148
深圳,0.8076923076923077
还好,0.8051948051948052
漫威,0.7741935483870968
MARVEL,0.7741935483870968
克里斯托弗·诺兰,0.7692307692307693
港片,0.7674418604651163
Cult,0.7631578947368421
苏菲,0.76
逍遥派,0.7560975609756098
周星驰,0.7391304347826086
俱乐部,0.7364341085271318
初体验,0.7333333333333333
LoveANNE,0.7333333333333333
海瑟薇,0.7333333333333333
招待所,0.7333333333333333
安妮·,0.7333333333333333
小屋,0.7323943661971831
奥斯卡,0.7291666666666666
周黎明,0.7272727272727273
留言版,0.7272727272727273
江湖,0.72
东瀛,0.71875
盗梦空间,0.7142857142857143
短评,0.7142857142857143
Kim,0.7142857142857143
姜文,0.7142857142857143
文轩,0.7142857142857143
Rossi,0.7142857142857143
科幻,0.7142857142857143
Stuart,0.7142857142857143
创意,0.711864406779661
站务,0.706766917293233
联盟,0.703125
印象,0.7027027027027027
